iter	Passed	Remaining
136	138746	9988725
137	139631	9978621
138	140914	9996795
139	141925	9995640
140	142965	9996411
141	143835	9985400
142	144811	9981861
143	145740	9975136
144	146679	9969124
145	147919	9983539
146	148830	9975711
147	149824	9973432
148	150814	9970982
149	151822	9969667
150	152779	9965087
151	153686	9957283
152	154600	9949994
153	155613	9949140
154	156565	9944456
155	157486	9937813
156	158434	9932953
157	159371	9927440
158	160275	9919920
159	161559	9935902
160	162615	9937739
161	163468	9927191
162	164836	9947828
163	165740	9940376
164	166661	9934016
165	167648	9931644
166	168742	9935580
167	169869	9941427
168	170781	9934620
169	171711	9928957
170	172629	9922690
171	173642	9921838
172	174570	9916233
173	175487	9910006
174	176788	9925412
175	177703	9919070
176	178864	9926456
177	179808	9921800
178	180871	9923695
179	181783	9917302
180	182702	9911384
181	183645	9906753
182	184489	9896894
183	185480	9894992
184	186472	9893097
185	187411	9888452
186	188306	9881552
187	189217	9875526
188	190111	9868718
189	191031	9863266
190	192019	9861347
191	192977	9857947
192	193884	9851954
193	194782	9845545
194	195697	9840081
195	196649	9836499
196	197541	9829949
197	198512	9827392
198	199395	9820490
199	200361	9817700
200	201414	9819218
201	202662	9830150
202	203574	9824749
203	204525	9821214
204	205493	9818580
205	206461	9815939
206	207430	9813385
207	208359	9808920
208	209286	9804407
209	210124	9795783
210	211022	9790037
211	211959	9786126
212	212835	9779443
213	213772	9775588
214	214712	9771931
215	215625	9767015
216	216913	9779093
217	217806	9773332
218	218697	9767486
219	219665	9765150
220	220561	9759579
221	221476	9754931
222	222520	9755961
223	223462	9752549
224	224342	9746428
225	225269	9742418
226	226431	9748529
227	227353	9744301
228	228620	9754808
229	229593	9752749
230	230610	9752510
231	231543	9748790
232	232495	9745844
233	233463	9743626
234	234350	9738028
235	235368	9737889
236	236308	9734519
237	237235	9730660
238	238137	9725769
239	239099	9723384
240	240005	9718732
241	240928	9714799
242	241794	9708582
243	243052	9718105
244	244129	9720358
245	245092	9718002
246	246091	9717125
247	247089	9716178
248	248102	9715851
249	249251	9720793
250	250191	9717596
251	251117	9713847
252	252041	9710089
253	253113	9711969
254	254049	9708673
255	255092	9709441
256	256017	9705763
257	256993	9703988
258	257897	9699521
259	258874	9697820
260	259792	9693943
261	260781	9692695
262	261659	9687383
263	262600	9684380
264	263529	9680966
265	264515	9679667
266	265399	9674639
267	267088	9698886
268	267991	9694520
269	268909	9690687
270	269825	9686841
271	270810	9685463
272	271683	9680085
273	272590	9675983
274	273482	9671351
275	274366	9666443
276	275419	9667516
277	276289	9662184
278	277237	9659603
279	278141	9655474
280	278992	9649570
281	280306	9659657
282	281205	9655382
283	282121	9651722
284	283144	9651766
285	284035	9647274
286	284995	9645168
287	285868	9640127
288	287015	9644315
289	287956	9641580
290	288855	9637446
291	289781	9634248
292	290803	9634239
293	291656	9628627
294	292684	9628823
295	293631	9626340
296	294577	9623867
297	295581	9623265
298	296566	9622048
299	297712	9626035
300	298703	9625002
301	299784	9626839
302	300753	9625105
303	301664	9621517
304	302609	9619015
305	303674	9620321
306	304641	9618529
307	305584	9615994
308	306541	9613893
309	307519	9612466
310	308462	9609942
311	309531	9611363
312	310412	9606933
313	311310	9603046
314	312209	9599189
315	313194	9598031
316	314148	9595905
317	314983	9590152
318	315884	9586444
319	316827	9584016
320	317883	9585031
321	318803	9581939
322	319892	9583892
323	320901	9583456
324	321782	9579204
325	322687	9575689
326	323624	9573160
327	324593	9571557
328	325493	9567936
329	326479	9566845
330	327331	9561848
331	328215	9557791
332	329466	9564415
333	330332	9559861
334	331319	9558824
335	332285	9557169
336	333330	9557774
337	334308	9556461
338	335184	9552267
339	336097	9549135
340	337064	9547528
341	337953	9543734
342	338969	9543522
343	339871	9540126
344	340798	9537417
345	341696	9533919
346	342811	9536473
347	343676	9532090
348	344594	9529164
349	345817	9534681
350	346718	9531306
351	347600	9527424
352	348491	9523794
353	349551	9524790
354	350487	9522390
355	351353	9518125
356	352241	9514480
357	353183	9512288
358	354062	9508415
359	355346	9515380
360	356464	9517901
361	357388	9515221
362	358310	9512503
363	359400	9514245
364	360279	9510396
365	361206	9507815
366	362077	9503804
367	363033	9502013
368	363921	9498446
369	364821	9495223
370	366137	9502797
371	367080	9500687
372	368033	9498815
373	368967	9496475
374	369956	9495545
375	370949	9494722
376	371937	9493779
377	372867	9491352
378	373802	9489051
379	374615	9483678
380	375538	9481122
381	376409	9477234
382	377342	9474931
383	378243	9471835
384	379090	9467415
385	380036	9465477
386	381150	9467705
387	382014	9463715
388	383184	9467311
389	384048	9463339
390	384973	9460906
391	385895	9458377
392	386799	9455430
393	387699	9452380
394	388595	9449274
395	389436	9444810
396	390383	9442944
397	391330	9441088
398	392838	9452735
399	393852	9452471
400	394893	9452822
401	395870	9451652
402	396803	9449440
403	397754	9447649
404	398649	9444541
405	399532	9441168
406	400488	9439517
407	401365	9436025
408	402345	9434952
409	403268	9432556
410	404229	9431029
411	405182	9429333
412	406159	9428212
413	407155	9427517
414	408071	9424985
415	409237	9428209
416	410225	9427311
417	411185	9425799
418	412156	9424516
419	413122	9423117
420	414046	9420781
421	414906	9417009
422	416085	9420448
423	416964	9417098
424	417858	9414117
425	418854	9413400
426	419776	9411047
427	420743	9409705
428	421654	9407115
429	422550	9404196
430	423577	9404217
431	424600	9404107
432	425505	9401417
433	426637	9403729
434	427616	9402648
435	428557	9400747
436	429484	9398546
437	430465	9397522
438	431362	9394661
439	432310	9392928
440	433281	9391685
441	434190	9389133
442	435062	9385758
443	435953	9382817
444	436957	9382307
445	437903	9380551
446	438828	9378361
447	439747	9376046
448	440681	9374060
449	441660	9373009
450	442602	9371190
451	443492	9368294
452	444436	9366530
453	445338	9363875
454	446592	9368626
455	447591	9368004
456	448494	9365399
457	449369	9362194
458	450353	9361260
459	451250	9358549
460	452121	9355284
461	452986	9351909
462	453951	9350614
463	454904	9349071
464	455869	9347772
465	456877	9347364
466	457769	9344582
467	458659	9341756
468	459582	9339618
469	460664	9340709
470	461605	9338928
471	462580	9337852
472	463511	9335886
473	464481	9334713
474	465368	9331862
475	466412	9332168
476	467339	9330126
477	468310	9328982
478	469301	9328224
479	470200	9325643
480	471089	9322863
481	472080	9322111
482	472936	9318719
483	473819	9315838
484	474673	9312404
485	475584	9310095
486	476551	9308903
487	477532	9307968
488	478444	9305694
489	479353	9303362
490	480241	9300647
491	481335	9301897
492	482430	9303178
493	483348	9301038
494	484223	9298074
495	485101	9295167
496	486041	9293473
497	486945	9291072
498	487910	9289854
499	488967	9290380
500	489871	9287999
501	490880	9287614
502	491797	9285494
503	492695	9283017
504	493633	9281285
505	494551	9279202
506	495499	9277664
507	496370	9274709
508	497216	9271285
509	498154	9269582
510	499102	9268068
511	500030	9266186
512	500951	9264176
513	501857	9261900
514	502777	9259886
515	503680	9257566
516	504595	9255471
517	505541	9253946
518	506476	9252222
519	507458	9251360
520	508354	9248933
521	509293	9247291
522	510195	9244977
523	511121	9243107
524	511996	9240321
525	512884	9237763
526	513838	9236418
527	514743	9234191
528	515698	9232855
529	516624	9231015
530	517519	9228615
531	518415	9226231
532	519516	9227505
533	520497	9226642
534	521420	9224748
535	522377	9223474
536	523268	9221017
537	524154	9218497
538	525062	9216357
539	526160	9217553
540	527061	9215287
541	527966	9213111
542	528895	9211344
543	529775	9208740
544	530682	9206615
545	531645	9205448
546	532528	9202916
547	533460	9201212
548	534404	9199741
549	535261	9196760
550	536438	9199283
551	537316	9196684
552	538195	9194091
553	539080	9191620
554	540100	9191435
555	541178	9192247
556	542277	9193409
557	543303	9193310
558	544378	9194063
559	545412	9194097
560	546361	9192710
561	547385	9192569
562	548282	9190300
563	549279	9189716
564	550163	9187249
565	551005	9184074
566	551966	9182886
567	552892	9181132
568	553881	9180410
569	554783	9178258
570	556096	9182890
571	557024	9181168
572	557924	9178982
573	558905	9178121
574	559892	9177366
575	560895	9176875
576	561859	9175738
577	562791	9174082
578	563710	9172221
579	564684	9171255
580	565563	9168753
581	566447	9166324
582	567377	9164653
583	568446	9165230
584	569346	9163067
585	570224	9160564
586	571325	9161654
587	572248	9159862
588	573112	9157158
589	574022	9155179
590	575027	9154714
591	575984	9153488
592	576905	9151682
593	577805	9149555
594	578724	9147734
595	579569	9144758
596	580659	9145631
597	581582	9143883
598	582511	9142220
599	583410	9140091
600	584301	9137858
601	585217	9136001
602	586110	9133796
603	587000	9131554
604	587874	9129059
605	588742	9126475
606	589654	9124594
607	590532	9122179
608	591417	9119867
609	592313	9117748
610	593278	9116685
611	594218	9115228
612	595295	9115887
613	596192	9113777
614	597154	9112674
615	598096	9111263
616	599151	9111577
617	600069	9109796
618	601002	9108252
619	601972	9107266
620	602901	9105663
621	603881	9104816
622	604709	9101700
623	605624	9099890
624	606537	9098063
625	607370	9095029
626	608296	9093408
627	609242	9092072
628	610187	9090732
629	611088	9088728
630	611996	9086832
631	612967	9085878
632	613824	9083239
633	614679	9080581
634	615605	9078970
635	616505	9076976
636	617537	9076934
637	618459	9075267
638	619321	9072724
639	620205	9070506
640	621071	9068029
641	621991	9066343
642	622832	9063525
643	623757	9061915
644	624762	9061481
645	625671	9059649
646	626579	9057797
647	627443	9055321
648	628365	9053684
649	629276	9051903
650	630155	9049646
651	631096	9048294
652	632151	9048570
653	633147	9048013
654	634039	9045950
655	634909	9043590
656	635804	9041583
657	636702	9039623
658	637632	9038121
659	638516	9035973
660	639381	9033566
661	640318	9032172
662	641209	9030129
663	642171	9029081
664	643078	9027278
665	643988	9025507
666	644947	9024424
667	646230	9027881
668	647099	9025534
669	648229	9026834
670	649219	9026182
671	650125	9024359
672	651046	9022756
673	651994	9021521
674	652876	9019373
675	653817	9018040
676	654733	9016366
677	655607	9014114
678	656490	9012000
679	657409	9010381
680	658310	9008512
681	659263	9007354
682	660238	9006508
683	661178	9005173
684	662131	9004023
685	663098	9003066
686	664112	9002739
687	665062	9001549
688	666027	9000552
689	666915	8998531
690	667798	8996429
691	668711	8994753
692	669606	8992821
693	670500	8990895
694	671465	8989910
695	672395	8988460
696	673302	8986699
697	674196	8984785
698	675202	8984344
699	676037	8981645
700	676976	8980323
701	677971	8979746
702	678900	8978291
703	679766	8976010
704	680669	8974211
705	681581	8972552
706	682490	8970834
707	683355	8968552
708	684272	8966963
709	685188	8965350
710	686114	8963881
711	687093	8963093
712	688026	8961716
713	688881	8959314
714	689794	8957677
715	690645	8955243
716	691594	8954076
717	692445	8951637
718	693371	8950185
719	694310	8948890
720	695210	8947093
721	696046	8944485
722	696997	8943353
723	697918	8941841
724	698894	8941028
725	699814	8939498
726	700713	8937712
727	701626	8936097
728	702493	8933904
729	703433	8932635
730	704406	8931793
731	705264	8929500
732	706186	8928011
733	707089	8926287
734	707978	8924383
735	708884	8922694
736	709873	8922059
737	710771	8920281
738	711669	8918502
739	712530	8916262
740	713487	8915217
741	714356	8913093
742	715278	8911614
743	716108	8909002
744	716983	8906961
745	717815	8904382
746	718713	8902619
747	719596	8900680
748	720557	8899697
749	721710	8901096
750	722729	8900837
751	723668	8899583
752	724660	8898981
753	725599	8897733
754	726458	8895511
755	727492	8895419
756	728398	8893772
757	729256	8891538
758	730131	8889523
759	731015	8887615
760	731930	8886081
761	732869	8884836
762	733732	8882687
763	734641	8881086
764	735555	8879554
765	736411	8877315
766	737308	8875582
767	738183	8873585
768	739100	8872092
769	740050	8870999
770	740997	8869859
771	741960	8868923
772	742813	8866670
773	743685	8864652
774	744680	8864103
775	745621	8862899
776	746561	8861689
777	747407	8859372
778	748355	8858267
779	749270	8856756
780	750174	8855129
781	751074	8853458
782	751991	8851985
783	752970	8851242
784	753882	8849721
785	754782	8848048
786	755784	8847581
787	756637	8845366
788	757573	8844119
789	758515	8842947
790	759433	8841493
791	760343	8839958
792	761333	8839341
793	762221	8837549
794	763102	8835672
795	764018	8834206
796	764945	8832870
797	765804	8830741
798	766784	8830013
799	767750	8829126
800	768652	8827507
801	769529	8825601
802	770492	8824682
803	771364	8822720
804	772445	8823153
805	773409	8822242
806	774527	8823087
807	775432	8821500
808	776433	8821015
809	777326	8819299
810	778207	8817445
811	779088	8815602
812	779987	8813955
813	780950	8813039
814	782056	8813726
815	783041	8813058
816	784014	8812246
817	785192	8813735
818	786101	8812210
819	787017	8810758
820	787970	8809715
821	788891	8808323
822	789768	8806445
823	791011	8808644
824	791863	8806487
825	792818	8805473
826	793770	8804426
827	794609	8802124
828	795471	8800079
829	796458	8799422
830	797355	8797775
831	798457	8798390
832	799462	8797926
833	800316	8795799
834	801245	8794508
835	802140	8792845
836	803058	8791422
837	804026	8790561
838	804969	8789420
839	805856	8787670
840	806952	8788199
841	807964	8787812
842	808829	8785828
843	809717	8784090
844	810720	8783607
845	811586	8781633
846	812476	8779924
847	813404	8778631
848	814222	8776144
849	815068	8773974
850	815989	8772606
851	816920	8771352
852	817990	8771582
853	818938	8770508
854	819827	8768798
855	820717	8767103
856	821665	8766026
857	822596	8764776
858	823477	8762994
859	824381	8761448
860	825242	8759456
861	826148	8757941
862	827227	8758264
863	828149	8756918
864	829100	8755878
865	829989	8754186
866	830932	8753066
867	831826	8751427
868	832774	8750362
869	833768	8749773
870	834695	8748491
871	835775	8748806
872	836691	8747406
873	837543	8745337
874	838431	8743638
875	839271	8741455
876	840228	8740480
877	841246	8740151
878	842174	8738876
879	843140	8737999
880	843990	8735921
881	844903	8734499
882	845794	8732850
883	846736	8731734
884	847611	8729917
885	848811	8731448
886	849748	8730283
887	850604	8728272
888	851522	8726909
889	852642	8727613
890	853555	8726188
891	854536	8725465
892	855501	8724584
893	856375	8722769
894	857311	8721587
895	858244	8720380
896	859201	8719408
897	860112	8717981
898	861009	8716401
899	861923	8715007
900	862832	8713557
901	863742	8712115
902	864629	8710451
903	865563	8709255
904	866487	8707963
905	867339	8705941
906	868205	8704070
907	869077	8702258
908	869998	8700945
909	870897	8699408
910	871963	8699534
911	872858	8697955
912	873746	8696311
913	874616	8694488
914	875598	8693786
915	876582	8693098
916	877498	8691736
917	878382	8690055
918	879223	8687950
919	880106	8686270
920	881039	8685076
921	881956	8683733
922	882812	8681787
923	883745	8680601
924	885040	8682962
925	886005	8682090
926	887165	8683122
927	888059	8681549
928	888977	8680208
929	889889	8678812
930	890749	8676919
931	891606	8674990
932	892559	8673994
933	893451	8672414
934	894359	8670985
935	895339	8670250
936	896225	8668613
937	897157	8667418
938	898069	8666032
939	899144	8666223
940	900063	8664901
941	900961	8663389
942	901908	8662333
943	902881	8661543
944	904001	8662155
945	904917	8660806
946	905823	8659365
947	906730	8657941
948	907676	8656876
949	908551	8655144
950	909378	8652961
951	910378	8652422
952	911331	8651437
953	912563	8653092
954	913481	8651769
955	914349	8649972
956	915191	8647940
957	916050	8646063
958	917021	8645242
959	917970	8644226
960	919055	8644479
961	920054	8643924
962	920960	8642493
963	921945	8641801
964	922894	8640776
965	923828	8639608
966	924778	8638601
967	925706	8637373
968	926675	8636536
969	927618	8635454
970	928527	8634060
971	929452	8632814
972	930313	8630976
973	931210	8629468
974	932084	8627760
975	932980	8626249
976	934034	8626193
977	935017	8625484
978	935888	8623751
979	936906	8623364
980	937936	8623087
981	938856	8621797
982	939693	8619755
983	940582	8618181
984	941485	8616740
985	942625	8617473
986	943520	8615961
987	944446	8614729
988	945596	8615536
989	946485	8613978
990	947467	8613252
991	948414	8612211
992	949393	8611464
993	950268	8609773
994	951166	8608295
995	952013	8606357
996	952998	8605663
997	953951	8604683
998	954897	8603637
999	955805	8602246
1000	956737	8601076
1001	957753	8600666
1002	958659	8599259
1003	959526	8597508
1004	960475	8596496
1005	961449	8595705
1006	962465	8595287
1007	966151	8618687
1008	967225	8618755
1009	968267	8618537
1010	969216	8617491
1011	970147	8616293
1012	971083	8615129
1013	972023	8614008
1014	973027	8613454
1015	974052	8613082
1016	975033	8612312
1017	975999	8611422
1018	977187	8612480
1019	978121	8611307
1020	979300	8612283
1021	980552	8613891
1022	981535	8613138
1023	982464	8611919
1024	983409	8610827
1025	984302	8609286
1026	985156	8607406
1027	986152	8606774
1028	987024	8605050
1029	987906	8603421
1030	988841	8602252
1031	989715	8600549
1032	990835	8600986
1033	991699	8599201
1034	992582	8597588
1035	993473	8596042
1036	994405	8594844
1037	995509	8595137
1038	996490	8594366
1039	997464	8593538
1040	998330	8591776
1041	999322	8591107
1042	1000285	8590175
1043	1001361	8590221
1044	1002170	8587979
1045	1003074	8586549
1046	1004113	8586271
1047	1004984	8584558
1048	1005921	8583418
1049	1006901	8582633
1050	1007841	8581517
1051	1008780	8580387
1052	1009724	8579302
1053	1010684	8578355
1054	1011587	8576921
1055	1012499	8575564
1056	1013455	8574585
1057	1014382	8573351
1058	1015277	8571859
1059	1016153	8570204
1060	1017085	8569017
1061	1018034	8567979
1062	1019001	8567093
1063	1020071	8567066
1064	1020935	8565316
1065	1021795	8563525
1066	1022698	8562105
1067	1023551	8560262
1068	1024409	8558464
1069	1025368	8557517
1070	1026287	8556232
1071	1027221	8555065
1072	1028115	8553579
1073	1029034	8552290
1074	1029908	8550638
1075	1030830	8549378
1076	1031742	8548036
1077	1032616	8546388
1078	1033597	8545620
1079	1034555	8544664
1080	1035555	8544051
1081	1036473	8542764
1082	1037371	8541313
1083	1038160	8538964
1084	1039026	8537254
1085	1040041	8536770
1086	1040960	8535491
1087	1041825	8533779
1088	1042764	8532663
1089	1043621	8530884
1090	1044518	8529439
1091	1045403	8527891
1092	1046474	8527855
1093	1047436	8526937
1094	1048311	8525311
1095	1049194	8523745
1096	1050175	8522982
1097	1051145	8522128
1098	1052010	8520422
1099	1052935	8519205
1100	1053845	8517863
1101	1054754	8516520
1102	1055694	8515427
1103	1056572	8513833
1104	1057573	8513224
1105	1058716	8513765
1106	1059594	8512173
1107	1060477	8510617
1108	1061409	8509462
1109	1062362	8508468
1110	1063318	8507503
1111	1064191	8505877
1112	1065099	8504526
1113	1065977	8502943
1114	1066890	8501636
1115	1067789	8500216
1116	1068709	8498967
1117	1069658	8497950
1118	1070541	8496404
1119	1071498	8495453
1120	1072408	8494125
1121	1073341	8492978
1122	1074224	8491442
1123	1075083	8489714
1124	1075970	8488210
1125	1076914	8487156
1126	1077900	8486433
1127	1078874	8485617
1128	1079770	8484182
1129	1080707	8483079
1130	1081650	8482016
1131	1082581	8480857
1132	1083447	8479193
1133	1084381	8478065
1134	1085310	8476896
1135	1086276	8476020
1136	1087241	8475131
1137	1088212	8474288
1138	1089130	8473034
1139	1089973	8471197
1140	1090915	8470135
1141	1091817	8468753
1142	1092835	8468280
1143	1093702	8466633
1144	1094660	8465692
1145	1095484	8463717
1146	1096424	8462635
1147	1097309	8461133
1148	1098360	8460909
1149	1099288	8459741
1150	1100270	8458986
1151	1101189	8457750
1152	1102145	8456791
1153	1103067	8455575
1154	1104059	8454893
1155	1104995	8453786
1156	1105918	8452578
1157	1106843	8451393
1158	1107827	8450647
1159	1108732	8449306
1160	1109707	8448497
1161	1110552	8446700
1162	1111509	8445751
1163	1112492	8445002
1164	1113491	8444377
1165	1114432	8443310
1166	1115394	8442396
1167	1116275	8440879
1168	1117163	8439409
1169	1118069	8438079
1170	1119009	8437005
1171	1119989	8436237
1172	1120873	8434738
1173	1121880	8434167
1174	1122799	8432938
1175	1123717	8431701
1176	1124623	8430376
1177	1125579	8429423
1178	1126465	8427950
1179	1127431	8427069
1180	1128459	8426660
1181	1129417	8425721
1182	1130339	8424515
1183	1131226	8423048
1184	1132066	8421233
1185	1133046	8420463
1186	1133914	8418864
1187	1134853	8417785
1188	1135821	8416925
1189	1136767	8415902
1190	1137675	8414598
1191	1138609	8413481
1192	1139510	8412127
1193	1140482	8411295
1194	1141494	8410760
1195	1142453	8409830
1196	1143334	8408329
1197	1144272	8407249
1198	1145168	8405862
1199	1146125	8404918
1200	1147125	8404290
1201	1148008	8402812
1202	1148899	8401389
1203	1149809	8400103
1204	1150793	8399363
1205	1151665	8397798
1206	1152652	8397081
1207	1153615	8396179
1208	1154470	8394496
1209	1155418	8393497
1210	1156299	8392005
1211	1157157	8390344
1212	1158155	8389703
1213	1159020	8388103
1214	1160012	8387416
1215	1160912	8386062
1216	1161822	8384788
1217	1162685	8383175
1218	1163619	8382069
1219	1164517	8380704
1220	1165365	8378990
1221	1166251	8377538
1222	1167118	8375963
1223	1167996	8374457
1224	1168997	8373842
1225	1169929	8372724
1226	1170843	8371485
1227	1171688	8369752
1228	1172602	8368507
1229	1173612	8367955
1230	1174518	8366653
1231	1175377	8365026
1232	1176477	8365110
1233	1177390	8363858
1234	1178318	8362723
1235	1179285	8361856
1236	1180306	8361376
1237	1181202	8360013
1238	1182120	8358802
1239	1183133	8358263
1240	1184072	8357202
1241	1185010	8356133
1242	1185915	8354835
1243	1186801	8353401
1244	1187667	8351831
1245	1188661	8351160
1246	1189759	8351216
1247	1190762	8350602
1248	1191737	8349798
1249	1192685	8348801
1250	1193583	8347450
1251	1194577	8346773
1252	1195518	8345729
1253	1196512	8345052
1254	1197445	8343955
1255	1198329	8342507
1256	1199182	8340850
1257	1200106	8339688
1258	1200995	8338288
1259	1201959	8337401
1260	1202853	8336034
1261	1203822	8335185
1262	1204811	8334472
1263	1205724	8333233
1264	1206584	8331635
1265	1207478	8330269
1266	1208454	8329468
1267	1209321	8327916
1268	1210176	8326283
1269	1211020	8324573
1270	1211984	8323693
1271	1212958	8322881
1272	1213893	8321794
1273	1214799	8320520
1274	1215691	8319146
1275	1216616	8317998
1276	1217412	8315968
1277	1218351	8314916
1278	1219227	8313432
1279	1220115	8312037
1280	1221023	8310777
1281	1221936	8309548
1282	1222848	8308319
1283	1223904	8308062
1284	1224832	8306939
1285	1225779	8305939
1286	1226678	8304623
1287	1227645	8303766
1288	1228518	8302266
1289	1229474	8301335
1290	1230329	8299721
1291	1231176	8298056
1292	1232185	8297479
1293	1233026	8295769
1294	1233849	8293945
1295	1234770	8292779
1296	1235698	8291663
1297	1236544	8289990
1298	1237640	8290001
1299	1238571	8288900
1300	1239474	8287615
1301	1240396	8286459
1302	1241262	8284924
1303	1242229	8284067
1304	1243243	8283528
1305	1244192	8282551
1306	1245095	8281263
1307	1246209	8281383
1308	1247137	8280266
1309	1248034	8278949
1310	1248937	8277664
1311	1249884	8276674
1312	1250880	8276010
1313	1251748	8274495
1314	1252817	8274311
1315	1253778	8273416
1316	1254764	8272683
1317	1255636	8271198
1318	1256556	8270025
1319	1257514	8269113
1320	1258382	8267601
1321	1259359	8266812
1322	1260212	8265200
1323	1261150	8264152
1324	1262043	8262812
1325	1263079	8262405
1326	1263949	8260917
1327	1264917	8260063
1328	1265871	8259119
1329	1266856	8258378
1330	1267731	8256920
1331	1268730	8256271
1332	1269667	8255217
1333	1270642	8254415
1334	1271520	8252975
1335	1272439	8251809
1336	1273435	8251138
1337	1274399	8250259
1338	1275356	8249337
1339	1276374	8248805
1340	1277301	8247689
1341	1278343	8247318
1342	1279260	8246131
1343	1280190	8245038
1344	1281174	8244287
1345	1282107	8243210
1346	1283050	8242197
1347	1284000	8241226
1348	1284918	8240052
1349	1285782	8238532
1350	1286682	8237245
1351	1287542	8235703
1352	1288455	8234496
1353	1289391	8233440
1354	1290330	8232404
1355	1291294	8231524
1356	1292238	8230522
1357	1293156	8229348
1358	1294071	8228163
1359	1295015	8227157
1360	1295939	8226024
1361	1296841	8224752
1362	1297750	8223532
1363	1298741	8222822
1364	1299621	8221417
1365	1300551	8220323
1366	1301583	8219872
1367	1302516	8218800
1368	1303445	8217703
1369	1304734	8218873
1370	1305713	8218092
1371	1306663	8217124
1372	1307634	8216287
1373	1308495	8214762
1374	1309468	8213935
1375	1310370	8212668
1376	1311290	8211515
1377	1312154	8210013
1378	1313057	8208749
1379	1313986	8207653
1380	1314891	8206405
1381	1315813	8205269
1382	1316731	8204106
1383	1317668	8203058
1384	1318542	8201620
1385	1319506	8200741
1386	1320380	8199303
1387	1321278	8198018
1388	1322186	8196793
1389	1323070	8195421
1390	1324140	8195201
1391	1325049	8193984
1392	1325968	8192826
1393	1326919	8191873
1394	1327900	8191099
1395	1328898	8190430
1396	1329815	8189262
1397	1330711	8187967
1398	1331646	8186915
1399	1332605	8186002
1400	1333562	8185087
1401	1334561	8184421
1402	1335415	8182870
1403	1336258	8181253
1404	1337254	8180573
1405	1338122	8179106
1406	1338976	8177559
1407	1339871	8176262
1408	1340776	8175026
1409	1341617	8173397
1410	1342542	8172289
1411	1343481	8171261
1412	1344385	8170021
1413	1345250	8168541
1414	1346245	8167859
1415	1347158	8166670
1416	1348083	8165559
1417	1349005	8164433
1418	1349947	8163424
1419	1350860	8162238
1420	1351817	8161327
1421	1352843	8160825
1422	1353827	8160068
1423	1354785	8159157
1424	1355661	8157750
1425	1356533	8156323
1426	1357452	8155179
1427	1358411	8154273
1428	1359403	8153565
1429	1360401	8152894
1430	1361274	8151478
1431	1362254	8150696
1432	1363154	8149438
1433	1364159	8148805
1434	1365111	8147860
1435	1366055	8146864
1436	1367043	8146135
1437	1368030	8145395
1438	1368996	8144528
1439	1370105	8144513
1440	1371006	8143267
1441	1372063	8142938
1442	1373044	8142163
1443	1373992	8141190
1444	1374932	8140169
1445	1375814	8138808
1446	1376674	8137315
1447	1377544	8135886
1448	1378466	8134760
1449	1379355	8133441
1450	1380372	8132877
1451	1381329	8131961
1452	1382323	8131256
1453	1383248	8130150
1454	1384140	8128854
1455	1385062	8127730
