iter	Passed	Remaining
1456	1386205	8127901
1457	1387087	8126544
1458	1387979	8125243
1459	1388899	8124112
1460	1389888	8123380
1461	1390751	8121911
1462	1391679	8120824
1463	1392610	8119754
1464	1393515	8118537
1465	1394497	8117766
1466	1395466	8116917
1467	1396384	8115773
1468	1397397	8115178
1469	1398331	8114130
1470	1399302	8113292
1471	1400294	8112577
1472	1401234	8111558
1473	1402137	8110330
1474	1403105	8109471
1475	1404190	8109293
1476	1405137	8108317
1477	1406054	8107169
1478	1406992	8106143
1479	1407900	8104939
1480	1408834	8103891
1481	1409807	8103066
1482	1410727	8101932
1483	1411684	8101015
1484	1412647	8100129
1485	1413506	8098649
1486	1414355	8097112
1487	1415239	8095780
1488	1416201	8094888
1489	1417134	8093833
1490	1418026	8092545
1491	1418933	8091344
1492	1419938	8090703
1493	1420797	8089225
1494	1421650	8087718
1495	1422673	8087173
1496	1423683	8086558
1497	1424936	8087325
1498	1425887	8086372
1499	1426835	8085399
1500	1427714	8084040
1501	1428713	8083360
1502	1429619	8082151
1503	1430535	8081003
1504	1431467	8079941
1505	1432396	8078870
1506	1433420	8078330
1507	1434336	8077179
1508	1435274	8076154
1509	1436163	8074855
1510	1437097	8073804
1511	1438083	8073048
1512	1439058	8072234
1513	1439918	8070774
1514	1440794	8069401
1515	1441775	8068617
1516	1442708	8067567
1517	1443635	8066479
1518	1444556	8065359
1519	1445532	8064547
1520	1446502	8063706
1521	1447408	8062501
1522	1448328	8061376
1523	1449353	8060837
1524	1450349	8060140
1525	1451189	8058572
1526	1452105	8057427
1527	1453012	8056230
1528	1453901	8054940
1529	1454827	8053847
1530	1455705	8052495
1531	1456574	8051090
1532	1457567	8050374
1533	1458478	8049201
1534	1459399	8048087
1535	1460330	8047027
1536	1461258	8045952
1537	1462196	8044932
1538	1463075	8043586
1539	1464016	8042583
1540	1464975	8041677
1541	1465841	8040264
1542	1466720	8038919
1543	1467603	8037599
1544	1468546	8036609
1545	1469477	8035553
1546	1470428	8034601
1547	1471305	8033250
1548	1472260	8032328
1549	1473131	8030943
1550	1474040	8029764
1551	1474952	8028605
1552	1475815	8027179
1553	1476705	8025904
1554	1477731	8025363
1555	1478704	8024536
1556	1479663	8023636
1557	1480616	8022698
1558	1481480	8021281
1559	1482378	8020050
1560	1483313	8019014
1561	1484196	8017700
1562	1485136	8016697
1563	1486043	8015511
1564	1486972	8014451
1565	1487916	8013463
1566	1488750	8011893
1567	1489752	8011222
1568	1490673	8010112
1569	1491670	8009415
1570	1492605	8008385
1571	1493525	8007270
1572	1494418	8006016
1573	1495329	8004856
1574	1496285	8003938
1575	1497138	8002470
1576	1498083	8001493
1577	1499099	8000898
1578	1499997	7999671
1579	1500869	7998302
1580	1501828	7997400
1581	1502682	7995942
1582	1503578	7994708
1583	1504504	7993631
1584	1505550	7993189
1585	1506560	7992561
1586	1507504	7991577
1587	1508378	7990224
1588	1509263	7988930
1589	1510149	7987648
1590	1511029	7986325
1591	1512010	7985545
1592	1512900	7984276
1593	1513822	7983179
1594	1514778	7982266
1595	1515663	7980975
1596	1516674	7980347
1597	1517588	7979207
1598	1518547	7978308
1599	1519454	7977135
1600	1520372	7976019
1601	1521256	7974728
1602	1522176	7973624
1603	1523104	7972558
1604	1524080	7971750
1605	1524993	7970606
1606	1526063	7970284
1607	1527056	7969562
1608	1527936	7968249
1609	1528836	7967040
1610	1529753	7965920
1611	1530735	7965141
1612	1531670	7964117
1613	1532623	7963184
1614	1533637	7962569
1615	1534512	7961235
1616	1535418	7960058
1617	1536362	7959080
1618	1537396	7958567
1619	1538354	7957661
1620	1539294	7956662
